Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       4/11532       indirectCall(int, int, int, int) [176]
                0.00    0.00       4/27          sub_1001f190() [318]
-----------------------------------------------
                0.00    0.00       1/1           sub_100318b0() [163]
[336]    0.0    0.00    0.00       1         sub_10025ce0() [336]
                0.00    0.00       4/4           sub_1001f550() [333]
-----------------------------------------------
                0.00    0.00       1/1           sub_10015070() [14]
[337]    0.0    0.00    0.00       1         sub_10026080() [337]
                0.00    0.00       1/1           sub_10025ab0() [340]
                0.00    0.00       1/1           sub_10025b60() [370]
                0.00    0.00       2/21339       sub_100c9890() [414]
                0.00    0.00       1/29360       sub_100c8749() [405]
-----------------------------------------------
                                   4             sub_10058690() <cycle 4> [264]
                0.00    0.00       4/10          sub_10064f10() <cycle 6> [289]
[338]    0.0    0.00    0.00       8         sub_100653c0() <cycle 4> [338]
                0.00    0.00       8/268         sub_100ca661() <cycle 3> [282]
                0.00    0.00    2560/2596        sub_10068620() [438]
                0.00    0.00    1280/1321        sub_10064ed0() [443]
                0.00    0.00      16/40263       sub_10007230() [402]
                0.00    0.00       8/29360       sub_100c8749() [405]
                                   8             sub_10058690() <cycle 4> [264]
-----------------------------------------------
                0.00    0.00       1/1           sub_10025ab0() [340]
[339]    0.0    0.00    0.00       1         sub_10025780() [339]
                0.00    0.00       1/3           sub_1001ef70() [324]
                0.00    0.00       1/1           sub_11001531() [868]
-----------------------------------------------
                0.00    0.00       1/1           sub_10026080() [337]
[340]    0.0    0.00    0.00       1         sub_10025ab0() [340]
                0.00    0.00       1/1           sub_10025780() [339]
-----------------------------------------------
                0.00    0.00       1/1           sub_10032d20() [313]
[341]    0.0    0.00    0.00       1         sub_1001fb70() [341]
                0.00    0.00       3/27          sub_1001f190() [318]
                0.00    0.00       2/10          sub_1001f1a0() [330]
                0.00    0.00       1/11532       indirectCall(int, int, int, int) [176]
-----------------------------------------------
                0.00    0.00       1/2           sub_100e4f06() [353]
                0.00    0.00       1/2           sub_100e4f28() [354]
[342]    0.0    0.00    0.00       2         sub_100496ba() [342]
                0.00    0.00       4/4           sub_10049882() [348]
                0.00    0.00       2/11532       indirectCall(int, int, int, int) [176]
-----------------------------------------------
                0.00    0.00       2/2           sub_10009970() [32]
[343]    0.0    0.00    0.00       2         sub_100078b0() [343]
                0.00    0.00       2/5           sub_100ca62f() [344]
                0.00    0.00       2/1617        sub_1004b180() [221]
                0.00    0.00       2/27          sub_1004b660() [322]
                0.00    0.00       2/25          sub_10049db0() [345]
                0.00    0.00       2/29360       sub_100c8749() [405]
                0.00    0.00       2/10          sub_10049d80() [635]
                0.00    0.00       2/27          sub_1004b0d0() [585]
-----------------------------------------------
                0.00    0.00       2/5           sub_100078b0() [343]
                0.00    0.00       3/5           sub_10009970() [32]
[344]    0.0    0.00    0.00       5         sub_100ca62f() [344]
                0.00    0.00       5/11532       indirectCall(int, int, int, int) [176]
-----------------------------------------------
                0.00    0.00       1/25          sub_1004aad0() [305]
                0.00    0.00       1/25          sub_10008670() [151]
                0.00    0.00       1/25          sub_1007a4b0() [47]
                0.00    0.00       2/25          sub_10003dd0() [317]
                0.00    0.00       2/25          sub_100078b0() [343]
                0.00    0.00       2/25          sub_10007d90() [143]
                0.00    0.00       4/25          sub_1004aaa0() [286]
                0.00    0.00       6/25          sub_1004a030() [268]
                0.00    0.00       6/25          sub_10019620() [17]
[345]    0.0    0.00    0.00      25         sub_10049db0() [345]
                0.00    0.00       4/11532       indirectCall(int, int, int, int) [176]
-----------------------------------------------
                0.00    0.00       1/5           sub_10007d40() [288]
                0.00    0.00       2/5           sub_10007ce0() [34]
                0.00    0.00       2/5           sub_1000a710() [11]
[346]    0.0    0.00    0.00       5         sub_10055700() [346]
                0.00    0.00       4/11532       indirectCall(int, int, int, int) [176]
                0.00    0.00       2/95431       sub_100ca3c0() [393]
-----------------------------------------------
                0.00    0.00       4/4           sub_100ca661() <cycle 3> [282]
[347]    0.0    0.00    0.00       4         sub_10031b90() [347]
                0.00    0.00       4/11532       indirectCall(int, int, int, int) [176]
                0.00    0.00       4/29360       sub_100c8749() [405]
-----------------------------------------------
                0.00    0.00       4/4           sub_100496ba() [342]
[348]    0.0    0.00    0.00       4         sub_10049882() [348]
                0.00    0.00       4/11532       indirectCall(int, int, int, int) [176]
-----------------------------------------------
                0.00    0.00       1/4           sub_100514d0() [55]
                0.00    0.00       3/4           sub_10051120() <cycle 7> [53]
[349]    0.0    0.00    0.00       4         sub_100503e0() [349]
                0.00    0.00       1/14221       sub_1004fda0() [114]
